player,season,total_shots,total_total_yellow_cards,total_total_red_cards,total_goals
victor anichebe,2014,86,12.0,0.0,3
victor anichebe,2015,74,0.0,0.0,3
victor anichebe,2016,26,0.0,0.0,0
victor anichebe,2017,61,4.0,0.0,3
victor moses,2014,25,4.0,0.0,0
victor moses,2015,102,12.0,0.0,3
victor moses,2016,65,0.0,0.0,1
victor moses,2017,63,12.0,0.0,3
victor wanyama,2014,73,24.0,0.0,0
victor wanyama,2015,139,40.0,0.0,3
victor wanyama,2016,132,32.0,6.0,1
victor wanyama,2017,100,24.0,0.0,2
victorien angban,2017,6,8.0,0.0,0
vid belec,2016,29,4.0,0.0,0
vieirinha,2012,36,0.0,0.0,0
vieirinha,2013,146,8.0,0.0,1
vieirinha,2014,12,4.0,0.0,0
vieirinha,2015,131,4.0,0.0,2
vieirinha,2016,108,12.0,0.0,1
vieirinha,2017,18,0.0,0.0,0
vigaray,2014,5,0.0,0.0,0
vigaray,2015,30,16.0,0.0,0
vigaray,2016,55,28.0,0.0,1
vigaray,2017,13,0.0,0.0,0
viktor fischer,2017,22,0.0,0.0,0
vincent aboubakar,2012,178,24.0,0.0,6
vincent aboubakar,2013,77,0.0,0.0,2
vincent aboubakar,2014,184,8.0,0.0,16
vincent aboubakar,2015,13,4.0,0.0,1
vincent bessat,2014,65,0.0,0.0,1
vincent bessat,2015,63,12.0,0.0,0
vincent bessat,2016,92,8.0,0.0,1
vincent bessat,2017,28,8.0,0.0,0
vincent enyeama,2014,27,4.0,0.0,0
vincent enyeama,2015,37,8.0,0.0,0
vincent enyeama,2016,36,12.0,6.0,0
vincent enyeama,2017,8,8.0,0.0,0
vincent janssen,2017,67,0.0,0.0,1
vincent kompany,2014,70,24.0,6.0,5
vincent kompany,2015,65,28.0,0.0,0
vincent kompany,2016,40,20.0,0.0,2
vincent kompany,2017,7,4.0,0.0,0
vincent koziello,2015,13,12.0,0.0,0
vincent koziello,2016,108,36.0,0.0,3
vincent koziello,2017,36,12.0,0.0,1
vincent laurini,2015,48,4.0,0.0,1
vincent laurini,2016,84,20.0,0.0,1
vincent laurini,2017,29,4.0,6.0,0
vincent le goff,2015,52,8.0,0.0,1
vincent le goff,2016,58,16.0,0.0,0
vincent le goff,2017,44,12.0,0.0,0
vincent manceau,2016,57,8.0,0.0,0
vincent manceau,2017,51,12.0,0.0,0
vincent marcel,2017,4,0.0,0.0,0
vincent marchetti,2017,46,12.0,0.0,0
vincent muratori,2013,49,8.0,0.0,0
vincent muratori,2017,22,12.0,0.0,0
vincent nogueira,2012,94,8.0,0.0,2
vincent nogueira,2013,98,8.0,0.0,2
vincent nogueira,2014,31,0.0,0.0,1
vincent pajot,2012,95,8.0,0.0,0
vincent pajot,2013,105,32.0,0.0,0
vincent pajot,2014,68,20.0,6.0,1
vincent pajot,2015,84,4.0,0.0,0
vincent pajot,2016,106,24.0,0.0,1
vincent pajot,2017,61,4.0,0.0,1
vincent thill,2017,4,0.0,0.0,0
vincenzo fiorillo,2014,6,0.0,0.0,0
vincenzo grifo,2013,14,0.0,0.0,0
vincenzo grifo,2017,96,4.0,0.0,3
virgil van dijk,2016,105,8.0,0.0,3
virgil van dijk,2017,64,16.0,0.0,1
vito mannone,2014,33,0.0,0.0,0
vito mannone,2015,8,0.0,0.0,0
vito mannone,2016,25,8.0,0.0,0
vitolo,2014,306,48.0,0.0,8
vitolo,2015,232,48.0,0.0,10
vitolo,2016,292,48.0,0.0,4
vitolo,2017,200,32.0,0.0,6
vittorio parigini,2017,4,0.0,0.0,0
vladlen yurchenko,2015,5,0.0,0.0,0
vladlen yurchenko,2016,18,8.0,0.0,1
vladlen yurchenko,2017,7,0.0,0.0,0
vurnon anita,2014,67,8.0,0.0,1
vurnon anita,2015,40,12.0,0.0,0
vurnon anita,2016,67,24.0,0.0,1
wahbi khazri,2013,135,20.0,0.0,7
wahbi khazri,2014,157,28.0,0.0,6
wahbi khazri,2015,184,32.0,0.0,9
wahbi khazri,2016,191,40.0,0.0,7
wahbi khazri,2017,34,8.0,0.0,0
waldemar anton,2016,20,8.0,0.0,1
walid mesloub,2015,123,4.0,6.0,0
walid mesloub,2016,89,12.0,0.0,1
walid mesloub,2017,51,4.0,6.0,0
wallace,2014,2,0.0,0.0,0
wallace,2015,36,4.0,6.0,0
wallace,2016,92,24.0,6.0,1
wallace,2017,41,12.0,0.0,2
wallyson mallmann,2016,65,16.0,0.0,0
walter bressan,2015,2,0.0,0.0,0
walter gargano,2012,89,12.0,0.0,2
walter gargano,2013,96,32.0,0.0,0
walter gargano,2014,67,24.0,0.0,1
walter gargano,2015,61,24.0,0.0,0
wanderson,2016,126,16.0,0.0,0
wayne hennessey,2014,2,0.0,0.0,0
wayne hennessey,2016,16,4.0,0.0,0
wayne hennessey,2017,4,4.0,0.0,0
wayne rooney,2014,142,28.0,0.0,14
wayne rooney,2015,164,20.0,6.0,12
wayne rooney,2016,136,16.0,0.0,8
wayne rooney,2017,56,16.0,0.0,2
wayne routledge,2014,79,8.0,0.0,2
wayne routledge,2015,122,4.0,6.0,3
wayne routledge,2016,81,12.0,0.0,2
wayne routledge,2017,58,4.0,0.0,2
wellington,2015,348,72.0,0.0,0
welliton,2014,1,0.0,0.0,0
wendell,2015,141,32.0,0.0,1
wendell,2016,124,44.0,0.0,0
wendell,2017,56,12.0,0.0,1
wes brown,2014,75,8.0,18.0,1
wes brown,2015,55,12.0,6.0,1
wes brown,2016,17,4.0,0.0,0
wes hoolahan,2014,44,4.0,0.0,1
wes hoolahan,2016,90,4.0,0.0,4
wes morgan,2015,109,4.0,6.0,4
wes morgan,2016,98,12.0,0.0,2
wes morgan,2017,42,12.0,0.0,1
wesley,2012,9,4.0,0.0,1
wesley hoedt,2016,71,20.0,0.0,0
wesley hoedt,2017,19,0.0,0.0,1
wesley jobello,2012,2,0.0,0.0,0
wesley lautoa,2012,25,4.0,0.0,0
wesley lautoa,2013,95,20.0,0.0,2
wesley lautoa,2014,113,28.0,0.0,1
wesley lautoa,2015,83,16.0,0.0,0
wesley lautoa,2016,37,4.0,0.0,0
wesley lautoa,2017,34,8.0,0.0,0
wesley sneijder,2012,107,8.0,0.0,4
wesley sneijder,2013,27,0.0,0.0,1
wilfried bony,2014,198,16.0,0.0,16
wilfried bony,2015,176,20.0,0.0,11
wilfried bony,2016,105,4.0,0.0,4
wilfried bony,2017,47,4.0,0.0,2
wilfried zaha,2014,41,4.0,0.0,0
wilfried zaha,2015,138,4.0,0.0,4
wilfried zaha,2016,166,20.0,0.0,2
wilfried zaha,2017,116,16.0,0.0,4
wilfried zahibo,2016,7,4.0,0.0,0
will keane,2017,13,0.0,0.0,0
willi evseev,2014,1,0.0,0.0,0
willi orban,2012,8,0.0,0.0,0
willi orban,2017,57,16.0,0.0,2
william kvist,2012,104,16.0,0.0,0
william kvist,2013,79,20.0,0.0,0
william kvist,2014,53,16.0,0.0,0
william vainqueur,2016,36,12.0,0.0,0
william vainqueur,2017,62,8.0,0.0,0
willian,2014,99,20.0,0.0,4
willian,2015,143,12.0,0.0,2
willian,2016,162,20.0,0.0,5
willian,2017,58,8.0,0.0,5
willy boly,2012,91,24.0,0.0,1
willy caballero,2012,15,4.0,6.0,0
willy caballero,2013,41,12.0,0.0,0
willy caballero,2014,39,12.0,0.0,0
willy caballero,2015,1,0.0,0.0,0
willy caballero,2016,2,0.0,0.0,0
willy caballero,2017,3,0.0,0.0,0
wilson kamavuaka,2012,8,0.0,0.0,0
winston reid,2014,43,4.0,0.0,1
winston reid,2015,111,40.0,0.0,1
winston reid,2016,87,20.0,0.0,2
winston reid,2017,70,24.0,0.0,2
wissam ben yedder,2012,7,0.0,0.0,0
wissam ben yedder,2013,145,4.0,0.0,15
wissam ben yedder,2014,180,8.0,0.0,16
wissam ben yedder,2015,181,4.0,0.0,14
wissam ben yedder,2016,204,8.0,0.0,16
wissam ben yedder,2017,57,0.0,0.0,8
wolfgang hesl,2013,18,0.0,0.0,0
wylan cyprien,2015,127,36.0,0.0,2
wylan cyprien,2017,112,4.0,0.0,5
xabi alonso,2012,120,36.0,0.0,1
xabi alonso,2013,88,44.0,0.0,0
xabi alonso,2014,93,20.0,0.0,0
xabi alonso,2015,102,24.0,0.0,2
xabi alonso,2016,101,28.0,0.0,1
xabi alonso,2017,55,12.0,0.0,3
xabi prieto,2012,102,4.0,0.0,2
xabi prieto,2013,156,8.0,0.0,7
xabi prieto,2014,79,24.0,0.0,2
xabi prieto,2015,149,20.0,0.0,4
xabi prieto,2016,104,12.0,0.0,3
xabi prieto,2017,54,0.0,0.0,3
xavi torres,2012,112,36.0,0.0,5
xavi torres,2013,124,28.0,0.0,0
xavi torres,2014,49,20.0,0.0,0
xavi torres,2016,38,8.0,0.0,0
xavi torres,2017,20,8.0,0.0,0
xherdan shaqiri,2013,94,4.0,0.0,4
xherdan shaqiri,2014,41,0.0,0.0,5
xherdan shaqiri,2015,60,12.0,0.0,2
xherdan shaqiri,2016,105,12.0,0.0,3
xherdan shaqiri,2017,53,4.0,0.0,3
ximo navarro,2013,63,16.0,6.0,0
ximo navarro,2015,103,24.0,0.0,0
yacine bammou,2015,177,12.0,0.0,4
yacine bammou,2016,121,24.0,6.0,4
yacine bammou,2017,67,12.0,0.0,1
yacine brahimi,2012,59,8.0,0.0,2
yacine brahimi,2013,118,28.0,0.0,0
yacine brahimi,2014,162,32.0,0.0,3
yacouba sylla,2014,19,0.0,0.0,0
yacouba sylla,2016,71,24.0,0.0,0
yacouba sylla,2017,21,0.0,0.0,1
yann bodiger,2015,37,12.0,0.0,0
yann bodiger,2016,44,32.0,0.0,0
yann bodiger,2017,54,12.0,6.0,1
yann jouffre,2012,124,20.0,0.0,3
yann jouffre,2013,164,16.0,0.0,4
yann jouffre,2014,132,16.0,0.0,6
yann jouffre,2015,44,4.0,0.0,0
yann jouffre,2016,93,12.0,0.0,2
yann jouffre,2017,27,4.0,0.0,2
yann karamoh,2017,56,8.0,0.0,3
yann kermorgant,2016,5,0.0,0.0,0
yann sommer,2015,29,4.0,0.0,0
yann sommer,2016,21,8.0,0.0,0
yann sommer,2017,4,4.0,0.0,0
yannick bolasie,2014,112,4.0,6.0,0
yannick bolasie,2015,178,12.0,0.0,4
yannick bolasie,2016,138,8.0,0.0,5
yannick bolasie,2017,72,12.0,0.0,1
yannick cahuzac,2013,68,28.0,0.0,0
yannick cahuzac,2014,111,40.0,0.0,0
yannick cahuzac,2015,100,32.0,6.0,1
yannick cahuzac,2016,113,60.0,6.0,2
yannick cahuzac,2017,73,24.0,0.0,0
yannick carrasco,2016,96,16.0,0.0,2
yannick carrasco,2017,83,8.0,0.0,6
yannick gerhardt,2015,45,8.0,0.0,1
yannick gerhardt,2016,108,12.0,0.0,2
yannick gerhardt,2017,48,8.0,0.0,0
yannis salibur,2015,4,0.0,0.0,0
yannis salibur,2016,201,20.0,0.0,7
yannis salibur,2017,102,8.0,0.0,5
yassine benzia,2013,52,16.0,0.0,0
yassine benzia,2014,31,0.0,0.0,2
yassine benzia,2015,28,0.0,0.0,2
yassine benzia,2016,115,16.0,0.0,5
